Easting,Northing
421424,4848911
421430,4848901
421440,4848887
421447,4848878
421465,4848849
421468,4848844
421474,4848835
421480,4848826
421487,4848818
421500,4848797
421502,4848793
421504,4848788
421506,4848784
421511,4848776
421513,4848771
421521,4848744
421534,4848703
421543,4848661
421545,4848648
421550,4848622
421553,4848609
421558,4848578
421561,4848566
421562,4848555
421562,4848544
421556,4848503
421549,4848457
421548,4848451
421542,4848416
421531,4848360
421527,4848340
421518,4848313
421497,4848274
421479,4848255
421474,4848251
421456,4848238
421453,4848234
421433,4848214
421430,4848209
421411,4848192
421408,4848188
421405,4848183
421398,4848174
421386,4848158
421378,4848151
421372,4848145
421366,4848139
421358,4848129
421339,4848105
421331,4848097
421325,4848089
421314,4848078
421306,4848067
421300,4848054
421288,4848032
421262,4847998
421254,4847991
421251,4847985
421247,4847979
421245,4847974
421242,4847968
421232,4847952
421227,4847948
421223,4847945
421214,4847935
421211,4847930
421204,4847918
421191,4847902
421184,4847891
421173,4847876
421169,4847873
421143,4847841
421136,4847833
421132,4847829
421123,4847816
421120,4847812
421109,4847793
421094,4847769
421090,4847761
421083,4847740
421072,4847712
421069,4847709
421064,4847702
421061,4847695
421058,4847691
421050,4847682
421043,4847670
421042,4847667
421035,4847655
421024,4847628
421011,4847605
421000,4847580
420998,4847572
420987,4847555
420972,4847521
420964,4847504
420962,4847500
420948,4847462
420938,4847426
420934,4847410
420932,4847399
420928,4847388
420922,4847371
420913,4847348
420911,4847341
420906,4847325
420906,4847317
420905,4847308
420908,4847289
420911,4847278
420924,4847237
420927,4847229
420938,4847182
420950,4847144
420953,4847137
420961,4847117
420972,4847100
420992,4847081
421008,4847069
421013,4847065
421021,4847061
421036,4847055
421058,4847049
421067,4847048
421133,4847044
421168,4847044
421189,4847046
421203,4847049
421238,4847054
421249,4847054
421259,4847056
421274,4847059
421290,4847062
421311,4847065
421352,4847078
421395,4847098
421427,4847118
421464,4847142
421500,4847168
421509,4847174
421524,4847183
421530,4847186
421535,4847189
421555,4847203
421568,4847210
421574,4847213
421580,4847217
421597,4847230
421631,4847262
421637,4847267
421652,4847282
421657,4847288
421671,4847303
421676,4847308
421699,4847334
421743,4847380
421765,4847404
421770,4847409
421788,4847427
421792,4847432
421801,4847442
421814,4847455
421819,4847460
421828,4847469
421833,4847475
421850,4847494
421858,4847502
421876,4847518
421880,4847520
421884,4847524
421891,4847530
421894,4847535
421897,4847538
421909,4847549
421912,4847553
421920,4847561
421924,4847564
421938,4847576
421947,4847586
421951,4847591
421953,4847597
421963,4847606
421970,4847610
421984,4847623
421996,4847634
422005,4847646
422016,4847653
422039,4847678
422050,4847691
422057,4847700
422079,4847728
422101,4847752
422111,4847766
422118,4847775
422133,4847790
422139,4847799
422152,4847812
422156,4847816
422164,4847827
422179,4847838
422183,4847842
422207,4847871
422240,4847906
422250,4847916
422262,4847926
422266,4847930
422274,4847938
422277,4847942
422281,4847946
422295,4847957
422316,4847980
422320,4847983
422330,4847990
422336,4847996
422341,4847998
422346,4848001
422358,4848011
422365,4848016
422369,4848018
422384,4848031
422388,4848033
422392,4848035
422400,4848041
422404,4848043
422413,4848049
422422,4848056
422450,4848080
422458,4848088
422475,4848105
422494,4848123
422509,4848134
422514,4848136
422519,4848140
422527,4848146
422532,4848150
422548,4848165
422556,4848173
422564,4848181
422571,4848189
422580,4848198
422594,4848211
422599,4848215
422614,4848228
422617,4848233
422620,4848239
422633,4848254
422651,4848273
422666,4848285
422690,4848316
422698,4848324
422728,4848360
422744,4848379
422750,4848386
422755,4848394
422762,4848401
422767,4848408
422771,4848412
422795,4848432
422798,4848435
422801,4848440
422807,4848449
422810,4848453
422818,4848469
422828,4848482
422836,4848496
422840,4848508
422845,4848518
422851,4848528
422853,4848534
422865,4848557
422869,4848565
422875,4848575
422882,4848589
422885,4848598
422891,4848609
422894,4848612
422904,4848638
422903,4848642
422904,4848646
422908,4848659
422909,4848664
422913,4848674
422916,4848680
422933,4848722
422939,4848740
422944,4848754
422946,4848761
422958,4848795
422962,4848803
422974,4848834
422986,4848863
422994,4848880
423001,4848892
423007,4848903
423013,4848911
423024,4848929
423026,4848934
423035,4848953
423037,4848958
423044,4848973
423049,4848982
423051,4848987
423059,4849002
423069,4849017
423088,4849048
423090,4849052
423093,4849058
423100,4849076
423102,4849080
423105,4849085
423112,4849094
423114,4849099
423130,4849134
423137,4849143
423152,4849161
423180,4849191
423188,4849200
423200,4849213
423230,4849250
423243,4849265
423256,4849274
423261,4849278
423264,4849285
423279,4849299
423315,4849324
423348,4849344
423377,4849360
423381,4849363
423409,4849375
423420,4849380
423439,4849385
423482,4849393
423489,4849394
423523,4849403
423537,4849404
423544,4849404
423550,4849403
423557,4849401
423563,4849400
423575,4849395
423588,4849392
423612,4849386
423629,4849383
423640,4849380
423658,4849374
423681,4849368
423701,4849363
423738,4849355
423744,4849354
423757,4849352
423781,4849351
423800,4849347
423812,4849342
423821,4849335
423828,4849324
423831,4849319
423839,4849299
423847,4849269
423849,4849259
423853,4849242
423861,4849200
423870,4849156
423885,4849100
423890,4849053
423891,4849000
423887,4848952
423883,4848923
423881,4848911
423867,4848868
423850,4848829
423823,4848774
423796,4848724
423774,4848685
423766,4848671
423750,4848642
423748,4848637
423730,4848604
423728,4848600
423723,4848591
423716,4848577
423703,4848554
423690,4848532
423664,4848491
423661,4848487
423631,4848440
423610,4848410
423602,4848397
423596,4848390
423593,4848386
423567,4848345
423551,4848297
423546,4848253
423546,4848226
423548,4848212
423554,4848186
423558,4848173
423560,4848166
423572,4848142
423584,4848123
423593,4848110
423603,4848099
423615,4848088
423621,4848084
423628,4848080
423663,4848063
423671,4848061
423708,4848053
423761,4848049
423813,4848048
423862,4848054
423868,4848055
423881,4848057
423894,4848061
423938,4848078
423944,4848082
423953,4848089
423957,4848092
423970,4848104
423985,4848115
424020,4848143
424060,4848182
424095,4848214
424132,4848243
424178,4848277
424215,4848299
424231,4848310
424248,4848318
424296,4848334
424336,4848341
424356,4848344
424395,4848344
424448,4848342
424488,4848340
424498,4848339
424511,4848338
424526,4848338
424529,4848338
424543,4848335
424549,4848334
424560,4848334
424564,4848336
424581,4848338
424585,4848337
424601,4848339
424608,4848340
424618,4848342
424631,4848344
424634,4848344
424644,4848344
424656,4848347
424659,4848347
424664,4848345
424669,4848346
424677,4848346
424685,4848348
424693,4848351
424701,4848353
424704,4848354
424710,4848356
424726,4848360
424760,4848371
424764,4848371
424792,4848375
424818,4848380
424850,4848384
424853,4848385
424858,4848386
424877,4848393
424891,4848397
424906,4848402
424914,4848406
424956,4848424
424964,4848428
424982,4848435
425020,4848450
425039,4848458
425057,4848467
425074,4848477
425083,4848481
425091,4848484
425099,4848487
425108,4848491
425123,4848497
425146,4848506
425154,4848509
425195,4848528
425208,4848534
425228,4848542
425249,4848550
425270,4848556
425307,4848570
425338,4848585
425356,4848595
425361,4848600
425371,4848610
425379,4848623
425387,4848636
425389,4848639
425397,4848652
425397,4848654
425401,4848664
425405,4848672
425407,4848677
425408,4848679
425413,4848686
425414,4848687
425414,4848688
425414,4848689
425412,4848689
425414,4848690
425414,4848690
425414,4848690
425413,4848690
425411,4848691
425398,4848696
425385,4848712
425384,4848716
425385,4848721
425384,4848738
425382,4848748
425382,4848751
425382,4848753
425382,4848764
425381,4848768
425380,4848777
425380,4848784
425379,4848790
425382,4848802
425382,4848818
425381,4848825
425379,4848833
425380,4848840
425384,4848851
425387,4848857
425392,4848865
425397,4848872
425402,4848879
425410,4848886
425423,4848896
425432,4848899
425434,4848900
425436,4848900
425449,4848904
425453,4848904
425466,4848905
425485,4848904
425501,4848903
425514,4848902
425518,4848902
425533,4848901
425535,4848900
425548,4848897
425552,4848897
425565,4848893
425568,4848893
425588,4848887
425601,4848882
425603,4848881
425620,4848872
425622,4848871
425633,4848866
425635,4848865
425641,4848861
425648,4848859
425658,4848854
425662,4848851
425672,4848846
425676,4848844
425690,4848835
425702,4848830
425704,4848829
425715,4848824
425726,4848818
425729,4848817
425738,4848811
425740,4848811
425751,4848802
425752,4848800
425758,4848785
425760,4848779
425763,4848771
425765,4848764
425767,4848758
425772,4848749
425773,4848741
425776,4848733
425777,4848728
425778,4848725
425780,4848718
425782,4848710
425783,4848701
425784,4848699
425787,4848682
425788,4848680
425789,4848674
425793,4848661
425796,4848658
425799,4848655
425803,4848636
425805,4848635
425806,4848633
425809,4848626
425813,4848616
425814,4848609
425814,4848604
425815,4848602
425818,4848596
425825,4848588
425831,4848573
425832,4848561
425834,4848549
425840,4848533
425845,4848528
425856,4848521
425874,4848517
425876,4848516
425892,4848512
425898,4848512
425913,4848512
425917,4848514
425923,4848519
425931,4848529
425934,4848533
425941,4848546
425946,4848555
425954,4848563
425964,4848571
425975,4848578
425985,4848587
425990,4848591
425995,4848597
425998,4848603
426005,4848617
426016,4848629
426034,4848640
426042,4848642
426051,4848645
426070,4848651
426079,4848657
426089,4848661
426098,4848665
426119,4848673
426163,4848685
426186,4848690
426209,4848696
426233,4848700
426244,4848702
426255,4848705
426278,4848711
426303,4848717
426327,4848721
426351,4848721
426362,4848720
426374,4848717
426397,4848710
426421,4848703
426455,4848692
426478,4848684
426515,4848674
426552,4848663
426564,4848659
426589,4848652
426600,4848646
426612,4848640
426634,4848625
426655,4848610
426675,4848595
426685,4848588
426703,4848571
426711,4848562
426719,4848553
426732,4848530
426737,4848517
426743,4848505
426748,4848492
426758,4848469
426768,4848447
426777,4848425
426784,4848405
426789,4848384
426791,4848373
426797,4848342
426798,4848333
426800,4848281
426798,4848265
426797,4848250
426791,4848204
426779,4848159
426778,4848152
426775,4848144
426763,4848110
426751,4848079
426742,4848053
426736,4848041
426735,4848034
426725,4848000
426708,4847956
426702,4847940
426700,4847934
426687,4847891
426672,4847848
426671,4847843
426666,4847832
426661,4847819
426639,4847763
426633,4847725
426633,4847720
426631,4847696
426632,4847677
426633,4847665
426635,4847654
426637,4847648
426649,4847608
426652,4847602
426657,4847591
426662,4847579
426665,4847573
426669,4847567
426678,4847556
426682,4847550
426686,4847543
426696,4847519
426700,4847512
426705,4847504
426714,4847488
426719,4847480
426734,4847458
426744,4847443
426750,4847436
426755,4847429
426767,4847416
426774,4847410
426800,4847382
426820,4847363
426840,4847345
426846,4847339
426871,4847318
426877,4847313
426921,4847282
426952,4847268
426986,4847254
426992,4847253
427009,4847249
427017,4847248
427022,4847248
427035,4847248
427062,4847244
427065,4847244
427085,4847244
427096,4847241
427119,4847242
427127,4847244
427160,4847249
427183,4847253
427218,4847264
427250,4847276
427258,4847281
427263,4847284
427285,4847298
427313,4847315
427344,4847339
427375,4847368
427388,4847390
427391,4847401
427391,4847428
427391,4847433
427389,4847443
427384,4847452
427382,4847457
427364,4847484
427353,4847496
427341,4847509
427319,4847533
427295,4847558
427284,4847574
427272,4847589
427268,4847593
427261,4847603
427258,4847610
427251,4847622
427241,4847639
427222,4847674
427219,4847681
427216,4847687
427212,4847699
427210,4847705
427203,4847730
427201,4847744
427196,4847772
427196,4847785
427197,4847803
427200,4847829
427202,4847834
427213,4847871
427231,4847906
427249,4847931
427257,4847940
427265,4847948
427297,4847981
427300,4847985
427316,4848002
427324,4848010
427343,4848028
427367,4848052
427398,4848076
427403,4848079
427448,4848099
427461,4848103
427503,4848114
427515,4848116
427540,4848117
427591,4848114
427644,4848106
427703,4848099
427755,4848091
427805,4848085
427847,4848081
427853,4848079
427883,4848076
427892,4848075
427926,4848075
427947,4848077
427963,4848078
427979,4848080
428011,4848088
428040,4848095
428052,4848098
428081,4848106
428126,4848128
428166,4848151
428171,4848155
428195,4848168
428210,4848178
428248,4848202
428293,4848233
428327,4848265
428331,4848270
428339,4848281
428349,4848298
428353,4848304
428356,4848311
428366,4848338
428379,4848383
428392,4848446
428398,4848495
428399,4848534
428400,4848540
428401,4848565
428400,4848581
428398,4848594
428397,4848599
428391,4848639
428386,4848679
428377,4848723
428367,4848760
428355,4848814
428350,4848832
428346,4848848
428342,4848865
428339,4848881
428330,4848910
428328,4848914
428322,4848935
428312,4848963
428306,4848974
428305,4848981
428296,4849003
428278,4849045
428268,4849078
428263,4849089
428253,4849112
428250,4849123
428249,4849130
428241,4849152
428237,4849164
428233,4849175
428227,4849191
428225,4849202
428224,4849206
428220,4849221
428217,4849230
428215,4849236
428209,4849260
428208,4849270
428204,4849306
428203,4849317
428204,4849336
428203,4849340
428203,4849344
428205,4849354
428209,4849378
428211,4849394
428213,4849406
428214,4849422
428213,4849430
428213,4849435
428220,4849469
428221,4849474
428223,4849487
428224,4849497
428227,4849507
428231,4849517
428245,4849561
428263,4849585
428280,4849607
428289,4849615
428338,4849652
428380,4849679
428419,4849705
428424,4849708
428458,4849732
428476,4849741
428485,4849746
428511,4849759
428522,4849761
428565,4849771
428612,4849774
428634,4849773
428650,4849769
428656,4849769
428679,4849766
428708,4849764
428725,4849760
428730,4849759
428759,4849755
428800,4849742
428805,4849739
428843,4849715
428864,4849694
428868,4849689
428872,4849683
428894,4849648
428898,4849636
428909,4849611
428921,4849570
428938,4849516
428943,4849503
428950,4849481
428962,4849441
428966,4849423
428971,4849404
428981,4849362
428982,4849357
428986,4849342
428987,4849326
428992,4849295
428994,4849285
428999,4849261
429000,4849253
429001,4849249
429004,4849238
429008,4849221
429010,4849214
429018,4849196
429018,4849193
429022,4849172
429025,4849162
429028,4849151
429031,4849138
429037,4849119
429039,4849116
429044,4849093
429050,4849069
429051,4849067
429056,4849048
429058,4849036
429064,4849016
429070,4848997
429072,4848993
429076,4848971
429077,4848966
429078,4848957
429087,4848938
429095,4848919
429095,4848915
429096,4848912
429105,4848881
429108,4848859
429112,4848849
429113,4848844
429118,4848831
429125,4848800
429140,4848754
429146,4848736
429150,4848724
429152,4848718
429156,4848705
429165,4848686
429175,4848666
429188,4848645
429192,4848639
429203,4848625
429214,4848611
429226,4848598
429232,4848592
429254,4848576
429262,4848572
429271,4848567
429296,4848555
429306,4848551
429332,4848543
429341,4848541
429350,4848540
429360,4848538
429388,4848535
429406,4848534
429456,4848540
429514,4848556
429537,4848563
429551,4848566
429604,4848580
429610,4848582
429660,4848599
429699,4848612
429741,4848628
429781,4848647
429821,4848663
429860,4848678
429899,4848694
429938,4848710
429971,4848726
429982,4848730
430024,4848748
430066,4848765
430097,4848776
430102,4848778
430117,4848784
430127,4848788
430132,4848789
430158,4848795
430169,4848798
430192,4848802
430215,4848805
430226,4848805
430241,4848807
430258,4848807
430285,4848807
430296,4848805
430338,4848802
430344,4848801
430356,4848798
430381,4848796
430394,4848795
430418,4848794
430443,4848792
430456,4848791
430462,4848791
430491,4848788
430496,4848787
430502,4848786
430513,4848786
430537,4848789
430548,4848790
430554,4848790
430564,4848788
430578,4848787
430593,4848788
430602,4848788
430606,4848787
430621,4848788
430631,4848787
430643,4848786
430649,4848786
430681,4848785
430686,4848784
430691,4848783
430702,4848782
430711,4848781
430723,4848780
430738,4848780
430742,4848779
430761,4848778
430778,4848777
430799,4848778
430804,4848778
430810,4848778
430820,4848777
430825,4848776
430831,4848776
430861,4848770
430865,4848769
430883,4848770
430908,4848766
430913,4848767
430918,4848766
430933,4848766
430945,4848763
430964,4848756
430970,4848756
430984,4848755
430991,4848753
431003,4848753
431035,4848744
431058,4848739
431067,4848739
431070,4848740
431073,4848742
431072,4848743
431070,4848745
431068,4848744
431067,4848744
431057,4848745
431051,4848747
431050,4848748
431050,4848748
431056,4848745
431060,4848744
431071,4848741
431086,4848740
431090,4848740
431099,4848736
431109,4848733
431144,4848730
431149,4848729
431160,4848728
431171,4848728
431178,4848730
431194,4848729
431200,4848729
431230,4848733
431241,4848738
431263,4848750
431273,4848758
431306,4848787
431328,4848817
431330,4848823
431340,4848844
431342,4848856
431342,4848861
431342,4848883
431338,4848911
431336,4848916
431329,4848932
431321,4848948
431305,4848980
431285,4849016
431266,4849055
431263,4849060
431248,4849086
431245,4849092
431239,4849108
431234,4849118
431232,4849124
431229,4849136
431220,4849172
431216,4849198
431216,4849203
431217,4849216
431218,4849228
431217,4849235
431217,4849241
431216,4849260
431216,4849264
431216,4849276
431217,4849293
431218,4849305
431226,4849331
431236,4849354
431246,4849370
431277,4849402
431286,4849410
431304,4849418
431330,4849426
431341,4849428
431373,4849428
431379,4849427
431411,4849418
431422,4849416
431460,4849400
431508,4849383
431549,4849364
431575,4849352
431580,4849349
431612,4849331
431617,4849328
431626,4849322
431635,4849316
431645,4849311
431663,4849301
431671,4849295
431692,4849283
431701,4849278
431720,4849265
431729,4849260
431749,4849251
431759,4849244
431774,4849235
431792,4849227
431833,4849206
431843,4849197
431863,4849185
431894,4849166
431938,4849151
431979,4849143
431985,4849142
431990,4849141
432001,4849140
432007,4849139
432025,4849137
432038,4849139
432079,4849137
432112,4849137
432117,4849139
432166,4849147
432211,4849158
432234,4849163
432240,4849165
432256,4849170
432304,4849184
432325,4849190
432346,4849195
432356,4849199
432383,4849207
432421,4849220
432458,4849237
432463,4849239
432501,4849256
432511,4849263
432558,4849287
432584,4849300
432589,4849303
432604,4849312
432613,4849318
432648,4849334
432666,4849339
432672,4849341
432684,4849344
432730,4849358
432737,4849359
432760,4849363
432783,4849365
432819,4849366
432830,4849366
432867,4849364
432884,4849363
432895,4849362
432934,4849357
432946,4849354
432958,4849351
432976,4849345
433016,4849324
433026,4849317
433048,4849296
433071,4849268
433074,4849263
433092,4849228
433094,4849223
433097,4849199
433098,4849193
433098,4849187
433095,4849175
433094,4849170
433096,4849164
433097,4849152
433098,4849141
433099,4849124
433096,4849107
433086,4849064
433078,4849043
433075,4849038
433068,4849026
433054,4849005
433048,4848998
433045,4848995
433009,4848961
433005,4848958
432981,4848935
432973,4848924
432970,4848922
432967,4848919
432940,4848892
432932,4848885
432910,4848865
432872,4848829
432868,4848826
432857,4848815
432849,4848807
432820,4848777
432781,4848735
432757,4848689
432755,4848684
432754,4848678
432752,4848665
432750,4848659
432748,4848648
432748,4848633
432756,4848603
432775,4848565
432778,4848559
432786,4848549
432791,4848545
432819,4848523
432841,4848505
432854,4848494
432885,4848471
432919,4848442
432945,4848421
432954,4848415
432983,4848388
433003,4848374
433013,4848366
433018,4848363
433032,4848353
433038,4848350
433042,4848347
433050,4848339
433059,4848331
433100,4848303
433127,4848288
433132,4848286
433163,4848273
433180,4848268
433210,4848258
433256,4848243
433300,4848229
433343,4848214
433360,4848210
433381,4848203
433426,4848188
433436,4848185
433447,4848183
433453,4848181
433458,4848179
433485,4848171
433491,4848170
433511,4848165
433544,4848154
433570,4848147
433581,4848146
433586,4848146
433597,4848146
433607,4848145
433649,4848144
433696,4848145
433713,4848146
433737,4848144
433788,4848144
433805,4848145
433820,4848148
433826,4848148
433846,4848147
433882,4848143
433893,4848141
433902,4848141
433911,4848142
433916,4848142
433925,4848142
433929,4848142
433952,4848142
433957,4848142
433986,4848141
434017,4848143
434021,4848142
434045,4848144
434061,4848144
434084,4848143
434103,4848143
434118,4848143
434137,4848144
434153,4848145
434181,4848151
434185,4848153
434210,4848157
434234,4848166
434246,4848172
434255,4848176
434263,4848179
434267,4848182
434276,4848186
434287,4848190
434292,4848192
434298,4848194
434319,4848204
434341,4848212
434356,4848219
434381,4848230
434388,4848231
434394,4848233
434408,4848236
434422,4848240
434428,4848244
434441,4848249
434451,4848259
434458,4848269
434459,4848277
434459,4848286
434458,4848299
434454,4848312
434447,4848324
434442,4848330
434426,4848345
434387,4848371
434349,4848391
434329,4848402
434319,4848408
434290,4848428
434261,4848444
434251,4848452
434241,4848458
434233,4848462
434219,4848474
434209,4848484
434205,4848488
434185,4848509
434180,4848518
434173,4848530
434160,4848567
434155,4848591
434155,4848600
434156,4848633
434157,4848646
434157,4848650
434160,4848663
434165,4848675
434176,4848693
434179,4848699
434181,4848701
434183,4848703
434192,4848714
434205,4848728
434221,4848740
434223,4848740
434225,4848742
434225,4848742
434226,4848742
434227,4848742
434230,4848742
434230,4848742
434231,4848744
434233,4848748
434239,4848751
434250,4848755
434264,4848763
434276,4848766
434293,4848772
434309,4848787
434328,4848796
434350,4848805
434357,4848808
434370,4848814
434376,4848819
434389,4848827
434395,4848830
434413,4848841
434424,4848849
434430,4848852
434455,4848872
434471,4848888
434476,4848894
434491,4848912
434506,4848935
434509,4848947
434512,4848956
434514,4848960
434520,4848980
434520,4848988
434519,4849000
434515,4849012
434510,4849028
434508,4849033
434495,4849050
434484,4849059
434478,4849062
434452,4849081
434447,4849085
434435,4849093
434426,4849099
434394,4849116
434389,4849118
434365,4849126
434359,4849128
434349,4849134
434338,4849139
434327,4849144
434315,4849150
434310,4849154
434287,4849169
434275,4849177
434244,4849196
434233,4849200
434223,4849207
434210,4849217
434200,4849225
434191,4849235
434179,4849248
434168,4849264
434157,4849281
434151,4849299
434147,4849309
434142,4849327
434142,4849333
434138,4849362
434137,4849373
434137,4849378
434138,4849388
434140,4849393
434143,4849402
434150,4849416
434159,4849431
434163,4849436
434171,4849443
434179,4849451
434192,4849460
434219,4849471
434223,4849472
434228,4849473
434238,4849471
434243,4849471
434267,4849472
434282,4849472
434302,4849478
434325,4849478
434328,4849478
434342,4849480
434352,4849481
434361,4849481
434390,4849486
434399,4849489
434427,4849499
434443,4849507
434460,4849515
434495,4849533
434511,4849542
434528,4849549
434557,4849563
434581,4849574
434599,4849583
434642,4849609
434670,4849633
434695,4849667
434704,4849684
434710,4849704
434714,4849724
434718,4849758
434720,4849796
434725,4849845
434728,4849867
434730,4849878
434732,4849889
434733,4849898
434734,4849913
434737,4849923
434740,4849939
434742,4849961
434744,4849977
434746,4849998
434746,4850009
434748,4850019
434750,4850024
434750,4850029
434752,4850053
434751,4850082
434751,4850086
434752,4850091
434753,4850096
434754,4850105
434754,4850110
434756,4850119
434756,4850129
434756,4850133
434758,4850153
434760,4850165
434760,4850170
434764,4850218
434771,4850243
434785,4850292
434789,4850306
434797,4850322
434812,4850344
434819,4850356
434829,4850373
434836,4850381
434864,4850412
434869,4850417
434887,4850433
434910,4850453
434929,4850467
434939,4850474
434943,4850476
434959,4850486
434962,4850488
434989,4850504
434994,4850506
435005,4850512
435014,4850516
435017,4850518
435031,4850524
435046,4850530
435055,4850534
435068,4850540
435073,4850542
435084,4850546
435098,4850551
435114,4850558
435133,4850566
435142,4850569
435167,4850579
435207,4850589
435248,4850601
435254,4850603
435264,4850606
435289,4850613
435312,4850617
435324,4850621
435335,4850624
435341,4850626
435351,4850630
435375,4850638
435391,4850643
435409,4850650
435453,4850669
435459,4850671
435475,4850676
435482,4850678
435501,4850684
435518,4850687
435525,4850687
435557,4850687
435572,4850687
435588,4850686
435598,4850685
435603,4850685
435642,4850683
435683,4850681
435725,4850680
435768,4850678
435812,4850679
435818,4850680
435854,4850684
435881,4850687
435885,4850688
435922,4850692
435952,4850695
435968,4850696
435983,4850696
435998,4850695
436049,4850691
436091,4850682
436116,4850671
436125,4850665
436129,4850661
436148,4850641
436153,4850632
436164,4850609
436169,4850589
436170,4850579
436171,4850550
436169,4850541
436157,4850504
436155,4850493
436155,4850487
436153,4850468
436144,4850436
436139,4850398
436138,4850395
436135,4850376
436130,4850347
436128,4850342
436128,4850332
436129,4850318
436129,4850274
436129,4850268
436131,4850260
436136,4850249
436151,4850203
436159,4850189
436165,4850180
436167,4850175
436179,4850154
436183,4850145
436184,4850140
436186,4850135
436195,4850118
436200,4850109
436207,4850096
436225,4850054
436250,4850002
436268,4849960
436278,4849939
436288,4849919
436312,4849874
436327,4849839
436336,4849823
436343,4849808
436346,4849802
436350,4849791
436362,4849773
436372,4849753
436378,4849744
436395,4849719
436398,4849715
436404,4849705
436413,4849689
436436,4849653
436459,4849617
436469,4849602
436482,4849582
436499,4849556
436507,4849548
436534,4849504
436558,4849466
436588,4849417
436602,4849396
436605,4849392
436611,4849384
436623,4849366
436633,4849354
436648,4849332
436673,4849295
436679,4849287
436693,4849270
436702,4849258
436705,4849254
436716,4849243
436725,4849232
436729,4849228
436745,4849212
436771,4849186
436799,4849160
436820,4849142
436824,4849138
436829,4849134
436848,4849123
436853,4849120
436890,4849106
436896,4849105
436917,4849101
436927,4849098
436946,4849092
436956,4849090
436983,4849085
437012,4849080
437022,4849078
437065,4849071
437075,4849069
437100,4849066
437139,4849064
437172,4849067
437177,4849066
437204,4849072
437240,4849079
437249,4849082
437277,4849091
437297,4849097
437321,4849106
437371,4849124
437376,4849124
437390,4849130
437428,4849146
437453,4849163
437461,4849169
437472,4849180
437475,4849183
437480,4849186
437504,4849211
437509,4849219
437519,4849239
437528,4849258
437531,4849268
437540,4849293
437541,4849298
437544,4849318
437545,4849333
437542,4849375
437542,4849380
437537,4849412
437529,4849446
437513,4849486
437509,4849496
437507,4849501
437502,4849513
437500,4849518
437498,4849524
437488,4849544
437485,4849548
437483,4849553
437474,4849571
437457,4849595
437446,4849608
437438,4849623
437417,4849644
437411,4849653
437405,4849661
437370,4849703
437357,4849717
437347,4849731
437337,4849746
437329,4849759
437320,4849771
437314,4849780
437311,4849784
437300,4849799
437296,4849804
437292,4849809
437286,4849818
437284,4849822
437274,4849833
437260,4849850
437254,4849857
437251,4849864
437245,4849876
437240,4849886
437228,4849911
437221,4849926
437220,4849930
437208,4849956
437201,4849968
437200,4849973
437198,4849982
437194,4849991
437189,4849999
437184,4850013
437182,4850021
437178,4850031
437173,4850053
437170,4850063
437167,4850085
437159,4850134
437156,4850154
437155,4850170
437155,4850181
437155,4850197
437156,4850211
437157,4850239
437158,4850250
437162,4850262
437169,4850274
437169,4850280
437174,4850288
437183,4850299
437187,4850306
437200,4850326
437210,4850339
437218,4850347
437240,4850375
437244,4850380
437257,4850392
437295,4850426
437318,4850442
437327,4850449
437331,4850452
437348,4850464
437358,4850469
437365,4850475
437370,4850477
437374,4850479
437383,4850483
437395,4850485
437406,4850486
437417,4850488
437429,4850487
437452,4850490
437467,4850488
437472,4850488
437477,4850488
437488,4850488
437493,4850487
437503,4850484
437512,4850481
437548,4850460
437553,4850457
437567,4850447
437572,4850443
437597,4850415
437601,4850410
437628,4850375
437639,4850360
437658,4850341
437697,4850296
437726,4850263
437744,4850242
437763,4850223
437773,4850212
437782,4850200
437786,4850196
437805,4850181
437810,4850178
437841,4850149
437852,4850142
437881,4850123
437909,4850105
437950,4850086
437998,4850070
438044,4850056
438075,4850050
438094,4850049
438103,4850047
438107,4850047
438120,4850047
438142,4850052
438148,4850054
438168,4850056
438192,4850061
438227,4850063
438256,4850078
438260,4850081
438288,4850101
438319,4850128
438340,4850150
438363,4850180
438365,4850185
438384,4850221
438388,4850230
438397,4850255
438407,4850311
438410,4850359
438400,4850411
438390,4850463
438384,4850505
438379,4850515
438376,4850519
438363,4850530
438352,4850535
438348,4850537
438331,4850548
438322,4850557
438323,4850557
438324,4850556
438331,4850554
438341,4850543
438359,4850533
438375,4850538
438386,4850554
438396,4850582
438398,4850595
438403,4850603
438422,4850628
438425,4850633
438431,4850646
438437,4850654
438440,4850658
438445,4850666
438448,4850671
438450,4850675
438459,4850693
438465,4850701
438471,4850709
438476,4850719
438483,4850734
438486,4850745
438498,4850769
438505,4850776
438517,4850793
438526,4850800
438534,4850809
438548,4850823
438556,4850830
438572,4850845
438576,4850847
438588,4850854
438592,4850857
438607,4850865
438611,4850867
438616,4850869
438633,4850872
438643,4850873
438651,4850874
438661,4850873
438672,4850874
438678,4850875
438686,4850870
438695,4850865
438713,4850857
438718,4850855
438739,4850840
438757,4850835
438761,4850834
438766,4850832
438785,4850819
438790,4850816
438794,4850812
438807,4850800
438813,4850798
438818,4850795
438842,4850778
438860,4850757
438865,4850749
438879,4850724
438889,4850704
438894,4850683
438896,4850672
438900,4850656
438904,4850647
438904,4850633
438904,4850625
438906,4850609
438910,4850593
438912,4850583
438914,4850564
438918,4850549
438919,4850522
438919,4850510
438922,4850487
438923,4850474
438924,4850454
438924,4850440
438926,4850432
438931,4850396
